,"doc_std_name","doc_std_name_id","check","orbis_id","orbis_name","name_type_x","number_patents","elastic_score","levensthein_score","jaro_winkler_score","ratcliff_obershelp_score","pam_score","query","guo_bvd_id","guo_name"
129,"NORDSON INDIA PRIVATE LTD",11676800,"n","IN0002900316","FMC INDIA PRIVATE LIMITED","original",1,16,68,1,1,75,"restricted_to_jurisdiction","US940479804","FMC CORP"
134,"KATRA PHYTOCHEM INDIA PRIVATE",19485060,"n","IN0002900316","FMC INDIA PRIVATE LIMITED","original",1,16,59,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
135,"KRAFTPOWERCON INDIA PRIVATE LTD",22376569,"n","IN0000024469","FMC INDIA PRIVATE LIMITED","original",1,16,61,1,1,72,"restricted_to_jurisdiction","US940479804","FMC CORP"
136,"KRAFTPOWERCON INDIA PRIVATE LTD",22376569,"n","IN0000024469","FMC INDIA PRIVATE LIMITED","original",1,16,61,1,1,72,"restricted_to_jurisdiction","US940479804","FMC CORP"
138,"CIRCUIT FOIL LUXEMBOURG SARL",3245674,"n","LULB189601","FMC LUXEMBOURG HOLDINGS SARL","original",1,16,71,1,1,73,"restricted_to_jurisdiction","US940479804","FMC CORP"
139,"MI SWACO NORGE AS",17189238,"n","NO979964625","METABO NORGE AS","original",1,16,62,1,1,74,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
141,"ORKLA FOODS NORGE AS",22817702,"n","NO979964625","METABO NORGE AS","original",1,16,57,1,1,68,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
145,"PROBIOHEALTH PHILIPPINES INC",23604553,"n","PHA199715319","MERIAL PHILIPPINES INC","original",1,16,60,1,1,75,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
150,"ANDREAS OSWALD GMBH",159799,"n","DE6190027631","ANDREAS MEYER-STRAÃƒÂŒÃƒÂ™E 31-35 GMBH","original",1,16,61,1,1,72,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
152,"BANCO DE MEXICO",23489395,"n","MXFME651206SI6","FMC DE MEXICO SA","original",1,16,58,1,1,73,"restricted_to_jurisdiction","US940479804","FMC CORP"
156,"PENTALPHA HONG KONG LTD",3811616,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",1,16,72,1,1,75,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
158,"GVOTO HONG KONG LTD",4286566,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",1,16,60,1,1,70,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
159,"LU RUILIN HONG KONG",8029331,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",1,16,70,1,1,72,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
160,"COMM HONG KONG LTD",23465704,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",1,16,62,1,1,73,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
162,"FYFE HONG KONG LTD",11529456,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",1,16,62,1,1,72,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
163,"PEMM HONG KONG LTD",23670957,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",1,16,71,1,1,75,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
164,"GUKKAS HONG KONG LTD",11529514,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",1,16,59,1,1,71,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
166,"ADA HONG KONG LTD",2047332,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",1,16,63,1,1,73,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
167,"TEKUCHI HONG KONG LTD",21962381,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",1,16,71,1,1,75,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
169,"SMARTFONE HONG KONG LTD",11528565,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",1,16,68,1,1,74,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
171,"SAE MAGNETICS HONG KONG",3476852,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",1,16,60,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
174,"HONG KONG PARKIN LTD",11528177,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",1,16,73,1,1,73,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
178,"HONG KONG POLYTECHNIC UNIV",6825041,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",1,16,60,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
179,"TYPHOON HONG KONG LTD",18732845,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",1,16,62,1,1,70,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
182,"HONG KONG RFID LTD",4219564,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",1,16,76,1,1,74,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
183,"HAUCK HONG KONG LTD",23502552,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",1,16,60,1,1,72,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
184,"ALLFLEX NEW ZEALAND",462814,"n","NZ9429032493290","FMC NEW ZEALAND LIMITED","original",1,16,71,1,1,72,"restricted_to_jurisdiction","US940479804","FMC CORP"
187,"MEAT NEW ZEALAND",5262020,"n","NZ9429032493290","FMC NEW ZEALAND LIMITED","original",1,16,72,1,1,73,"restricted_to_jurisdiction","US940479804","FMC CORP"
188,"FLEXI HEATER SVERIGE AB",23407733,"n","SE5565470258","METABO SVERIGE AB","original",1,16,65,1,1,72,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
190,"MATHEM I SVERIGE AB",22882855,"n","SE5565470258","METABO SVERIGE AB","original",1,16,72,1,1,77,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
191,"SAFETOOL I SVERIGE AB",14457714,"n","SE5565470258","METABO SVERIGE AB","original",1,16,74,1,1,76,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
196,"JULGRANSLJUS I SVERIGE AB",1777196,"n","SE5565470258","METABO SVERIGE AB","original",1,16,57,1,1,67,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
197,"LOKALNU I SVERIGE AB",997696,"n","SE5565470258","METABO SVERIGE AB","original",1,16,65,1,1,71,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
198,"SPECIALTEKNIK I SVERIGE AB",17668898,"n","SE5565470258","METABO SVERIGE AB","original",1,16,60,1,1,69,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
199,"ELITE GROUP SVERIGE AB",1950758,"n","SE5565470258","METABO SVERIGE AB","original",1,16,72,1,1,75,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
200,"ORKLA FOODS SVERIGE AB",23664337,"n","SE5565470258","METABO SVERIGE AB","original",1,16,62,1,1,71,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
204,"SMURFIT KAPPA SVERIGE AB",17077430,"n","SE5565470258","METABO SVERIGE AB","original",1,16,63,1,1,71,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
205,"KALMAR IND SVERIGE AB",1373736,"n","SE5565470258","METABO SVERIGE AB","original",1,16,68,1,1,73,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
206,"MODULGRUND I SVERIGE AB",23012914,"n","SE5565470258","METABO SVERIGE AB","original",1,16,65,1,1,71,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
207,"HYGIENTEKNIK I SVERIGE AB",2151804,"n","SE5565470258","METABO SVERIGE AB","original",1,16,62,1,1,69,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
208,"MEDICINSK BILDTEKNIK SVERIGE AB",18699916,"n","SE5565470258","METABO SVERIGE AB","original",1,16,54,1,1,68,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
209,"WALLBOARD I SVERIGE AB",14456477,"n","SE5565470258","METABO SVERIGE AB","original",1,16,56,1,1,71,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
212,"C ENTERPRISE (HK) LIMITED",111851975,"n","HK0019799537","AVICEM HK LIMITED","original",1,16,65,1,1,71,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
213,"VERWALTUNGSGESELLSCHAFT SCHMER",9602334,"n","DE2150647618","CHEMINOVA VERWALTUNGSGESELLSCHAFT MBH","original",1,16,81,1,1,78,"restricted_to_jurisdiction","US940479804","FMC CORP"
214,"E.I.D. Parry (India) Limited",108732896,"n","IN0002900316","FMC INDIA PRIVATE LIMITED","original",1,16,68,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
215,"MOSER BAER INDIA LIMITED",111589114,"n","IN0002900316","FMC INDIA PRIVATE LIMITED","original",1,16,65,1,1,72,"restricted_to_jurisdiction","US940479804","FMC CORP"
216,"NORDENIA IBERICA BARCELONA SA",282437,"n","ES2-164545","BOEHRINGER INGELHEIM SA BARCELONA","original",1,16,68,1,0,70,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
217,"PCA PECUARIA COM E AGRICULTURA LTDA",17556237,"n","BR75910141000140","SOLANA AGRO PECUARIA LTDA","original",1,16,60,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
218,"PCA PECUARIA COM E AGRICULTURA LTDA",17556237,"n","BR75910141000140","SOLANA AGRO PECUARIA LTDA","original",1,16,60,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
219,"BIP TOOLS APS",9957887,"n","DK10397677","CARAT TOOLS APS","original",1,15,71,1,1,76,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
221,"Ciba Specialty Chemicals Corporation",107314324,"n","US273105713L","FMC SPECIALTY ALKALI CORPORATION","original",1,15,74,1,1,77,"restricted_to_jurisdiction","US940479804","FMC CORP"
222,"Ironhawk Industrial Distribution LLC",152650089,"n","US132537381L","DELAVAL DIRECT DISTRIBUTION LLC","original",1,15,51,1,1,68,"restricted_to_jurisdiction","SE5562586981","DELAVAL INTERNATIONAL AB"
224,"POLYMESH AUSTRALASIA GROUP PTY",4599331,"n","AU095326891","FMC AUSTRALASIA PTY LTD","original",1,15,68,1,1,72,"restricted_to_jurisdiction","US940479804","FMC CORP"
225,"FENIX HYDROMET AUSTRALASIA PTY",17415770,"n","AU095326891","FMC AUSTRALASIA PTY LTD","original",1,15,72,1,1,75,"restricted_to_jurisdiction","US940479804","FMC CORP"
228,"INNOVATION ET CHIMIE FINE SARL",10332780,"n","FR459202933","LABSO CHIMIE FINE","original",1,15,60,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
229,"INNOVATION ET CHIMIE FINE SARL",10332780,"n","FR459202933","LABSO CHIMIE FINE","original",1,15,60,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
230,"RAKON UK LIMITED",111085987,"n","GB03454617","METABO ( UK ) LIMITED","original",1,15,79,1,1,68,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
231,"CEPA SCHWARZ PHARMA SL",10115273,"n","ESB85363166","ORION PHARMA SL","original",1,15,54,1,1,66,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
232,"BRAUSCH BETEILIGUNGS GMBH",9608290,"n","DE7330740815","METABO GRUNDSTÃƒÂŒÃƒÂCKSVERWALTUNG BETEILIGUNGS-GMBH","original",1,15,60,1,1,69,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
237,"SLH BETEILIGUNGS GMBH",9681717,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",1,15,73,1,1,76,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
238,"SLH BETEILIGUNGS GMBH",9681717,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",1,15,73,1,1,76,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
239,"C2C BETEILIGUNGS GMBH",2079883,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",1,15,73,1,1,77,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
240,"C2C BETEILIGUNGS GMBH",2079883,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",1,15,73,1,1,77,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
241,"MPM BETEILIGUNGS GMBH",9591203,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",1,15,69,1,1,74,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
242,"MPM BETEILIGUNGS GMBH",9591203,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",1,15,69,1,1,74,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
243,"LOG BETEILIGUNGS GMBH",958418,"n","DE7330740815","METABO GRUNDSTÃƒÂŒÃƒÂCKSVERWALTUNG BETEILIGUNGS-GMBH","original",1,15,61,1,1,67,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
244,"LGA BETEILIGUNGS GMBH",1080762,"n","DE7330740815","METABO GRUNDSTÃƒÂŒÃƒÂCKSVERWALTUNG BETEILIGUNGS-GMBH","original",1,15,64,1,1,67,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
247,"LUCROS BETEILIGUNGS GMBH",19400411,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",1,15,73,1,1,76,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
248,"LUCROS BETEILIGUNGS GMBH",19400411,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",1,15,73,1,1,76,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
257,"DOEGE BETEILIGUNGS GMBH",23142429,"n","DE7330740815","METABO GRUNDSTÃƒÂŒÃƒÂCKSVERWALTUNG BETEILIGUNGS-GMBH","original",1,15,56,1,1,67,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
258,"AGRILUX BETEILIGUNGS GMBH",705509,"n","DE7330740815","METABO GRUNDSTÃƒÂŒÃƒÂCKSVERWALTUNG BETEILIGUNGS-GMBH","original",1,15,49,1,1,66,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
259,"RENTSCHLER BETEILIGUNGS GMBH",1785354,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",1,15,71,1,1,75,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
260,"RENTSCHLER BETEILIGUNGS GMBH",1785354,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",1,15,71,1,1,75,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
262,"WS BETEILIGUNGS GMBH",18804292,"n","DE7330740815","METABO GRUNDSTÃƒÂŒÃƒÂCKSVERWALTUNG BETEILIGUNGS-GMBH","original",1,15,58,1,1,66,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
267,"WETHJE BETEILIGUNGS GMBH",21039731,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",1,15,73,1,1,75,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
268,"WETHJE BETEILIGUNGS GMBH",21039731,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",1,15,73,1,1,75,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
269,"C2C BETEILIGUNGS-GMBH",23855302,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",1,15,73,1,1,76,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
270,"C2C BETEILIGUNGS-GMBH",23855302,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",1,15,73,1,1,76,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
274,"UNITY BETEILIGUNGS GMBH",18254468,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",1,15,74,1,1,76,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
275,"UNITY BETEILIGUNGS GMBH",18254468,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",1,15,74,1,1,76,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
276,"FELDMANN BETEILIGUNGS GMBH",1971680,"n","DE7330740815","METABO GRUNDSTÃƒÂŒÃƒÂCKSVERWALTUNG BETEILIGUNGS-GMBH","original",1,15,54,1,1,68,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
277,"JOPE BETEILIGUNGS GMBH",21401376,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",1,15,75,1,1,77,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
278,"JOPE BETEILIGUNGS GMBH",21401376,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",1,15,75,1,1,77,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
281,"SMILE BETEILIGUNGS GMBH",120193,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",1,15,74,1,1,76,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
282,"SMILE BETEILIGUNGS GMBH",120193,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",1,15,74,1,1,76,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
283,"OTC VERWALTUNGS GMBH",18060171,"n","DE6190255023","BOEHRINGER INGELHEIM VERWALTUNGS GMBH","original",1,15,60,1,1,69,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
287,"ECKPACK VERWALTUNGS GMBH",18695066,"n","DE6190255023","BOEHRINGER INGELHEIM VERWALTUNGS GMBH","original",1,15,59,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
289,"MÃƒÂ„RZ VERWALTUNGS-GMBH",24213331,"n","DE6190255023","BOEHRINGER INGELHEIM VERWALTUNGS GMBH","original",1,15,63,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
290,"PECOTEC VERWALTUNGS GMBH",336693,"n","DE6190255023","BOEHRINGER INGELHEIM VERWALTUNGS GMBH","original",1,15,62,1,1,70,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
291,"LV VERWALTUNGS GMBH",17324615,"n","DE6190255023","BOEHRINGER INGELHEIM VERWALTUNGS GMBH","original",1,15,64,1,1,69,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
293,"ASF VERWALTUNGS GMBH",488685,"n","DE6190255023","BOEHRINGER INGELHEIM VERWALTUNGS GMBH","original",1,15,60,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
298,"UNISOL VERWALTUNGS GMBH",9836735,"n","DE6190255023","BOEHRINGER INGELHEIM VERWALTUNGS GMBH","original",1,15,63,1,1,71,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
299,"ARISTOCON VERWALTUNGS GMBH",1009584,"n","DE6190255023","BOEHRINGER INGELHEIM VERWALTUNGS GMBH","original",1,15,63,1,1,70,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
300,"HFL VERWALTUNGS GMBH",2170275,"n","DE6190255023","BOEHRINGER INGELHEIM VERWALTUNGS GMBH","original",1,15,63,1,1,71,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
302,"RSG VERWALTUNGS GMBH",1856884,"n","DE6190255023","BOEHRINGER INGELHEIM VERWALTUNGS GMBH","original",1,15,63,1,1,71,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
303,"OEKOTECH VERWALTUNGS GMBH",9572186,"n","DE6190255023","BOEHRINGER INGELHEIM VERWALTUNGS GMBH","original",1,15,61,1,1,70,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
304,"AGROCOM VERWALTUNGS GMBH",203203,"n","DE6190255023","BOEHRINGER INGELHEIM VERWALTUNGS GMBH","original",1,15,62,1,1,70,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
305,"REIFLOCK VERWALTUNGS GMBH",9825666,"n","DE6190255023","BOEHRINGER INGELHEIM VERWALTUNGS GMBH","original",1,15,61,1,1,70,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
306,"LOHSE VERWALTUNGS GMBH",494975,"n","DE6190255023","BOEHRINGER INGELHEIM VERWALTUNGS GMBH","original",1,15,68,1,1,72,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
308,"GERLICH VERWALTUNGS GMBH",9838494,"n","DE6190255023","BOEHRINGER INGELHEIM VERWALTUNGS GMBH","original",1,15,66,1,1,73,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
309,"AEROGIE VERWALTUNGS GMBH",9578168,"n","DE6190255023","BOEHRINGER INGELHEIM VERWALTUNGS GMBH","original",1,15,69,1,1,74,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
310,"HARAIN VERWALTUNGS GMBH",9844599,"n","DE6190255023","BOEHRINGER INGELHEIM VERWALTUNGS GMBH","original",1,15,63,1,1,72,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
311,"ABAG VERWALTUNGS GMBH",22200174,"n","DE6190255023","BOEHRINGER INGELHEIM VERWALTUNGS GMBH","original",1,15,66,1,1,72,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
312,"KOBEK VERWALTUNGS GMBH",22925659,"n","DE6190255023","BOEHRINGER INGELHEIM VERWALTUNGS GMBH","original",1,15,61,1,1,70,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
315,"SUED CHEMIE INDIA PRIVATE LTD",18230505,"n","IN0002900316","FMC INDIA PRIVATE LIMITED","original",1,15,70,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
316,"PGC INFOTECH INDIA PRIVATE LTD",11676971,"n","IN0000024469","FMC INDIA PRIVATE LIMITED","original",1,15,65,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
317,"PGC INFOTECH INDIA PRIVATE LTD",11676971,"n","IN0000024469","FMC INDIA PRIVATE LIMITED","original",1,15,65,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
321,"IMPETUS INFOTECH INDIA PRIVATE LTD",23289746,"n","IN0000024469","FMC INDIA PRIVATE LIMITED","original",1,15,68,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
322,"IMPETUS INFOTECH INDIA PRIVATE LTD",23289746,"n","IN0000024469","FMC INDIA PRIVATE LIMITED","original",1,15,68,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
323,"AZICO BIOPHORE INDIA PRIVATE LTD",23442989,"n","IN0002900316","FMC INDIA PRIVATE LIMITED","original",1,15,67,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
324,"AMERICAN MEGATRENDS INDIA PRIVATE LTD",23378199,"n","IN0000024469","FMC INDIA PRIVATE LIMITED","original",1,15,71,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
325,"AMERICAN MEGATRENDS INDIA PRIVATE LTD",23378199,"n","IN0000024469","FMC INDIA PRIVATE LIMITED","original",1,15,71,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
326,"KOHLER INDIA CORP PRIVATE LTD",23013399,"n","IN0002900316","FMC INDIA PRIVATE LIMITED","original",1,15,70,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
328,"DYNADIS BIOTECH INDIA PRIVATE LTD",4547456,"n","IN0000024469","FMC INDIA PRIVATE LIMITED","original",1,15,66,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
329,"DYNADIS BIOTECH INDIA PRIVATE LTD",4547456,"n","IN0000024469","FMC INDIA PRIVATE LIMITED","original",1,15,66,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
330,"DYNADIS BIOTEHC INDIA PRIVATE LTD",2111496,"n","IN0002900316","FMC INDIA PRIVATE LIMITED","original",1,15,66,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
337,"Azko Nobel Coatings International B.V.",111314416,"n","NL20065282","CARAT INTERNATIONAL B.V .","original",1,15,70,1,1,68,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
338,", Akzo Nobel Coatings International B.V.",111602577,"n","NL20065282","CARAT INTERNATIONAL B.V .","original",1,15,70,1,1,68,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
339,"AKZO NOBEL CHEMICALS INTERNATIONAL B.V.",153568065,"n","NL20065282","CARAT INTERNATIONAL B.V .","original",1,15,66,1,1,66,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
341,"FENIX HYDROMET AUSTRALASIA PTY LTD",4304426,"n","AU095326891","FMC AUSTRALASIA PTY LTD","original",1,15,77,1,1,72,"restricted_to_jurisdiction","US940479804","FMC CORP"
347,"DEGUSSA HEALTH & NUTRITION AME",932220,"n","US133295949L","FMC HEALTH & NUTRITION","original",1,15,75,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
348,"REYNOLDS & REYNOLDS ELECTRONIC",3828938,"n","US540355135","REYNOLDS METALS CO","original",1,15,65,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
351,"GE Healthcare U.K. Limited",108949701,"n","GB01820169","WINDSOR HEALTHCARE LIMITED","original",1,15,75,1,1,71,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
